x,y
199,192
77,38
97,53
108,29
144,57
91,196
83,116
150,5
87,198
147,3
135,112
51,56
20,185
113,189
48,174
6,55
83,149
11,177
29,32
187,34
134,150
140,78
143,0
135,87
156,166
186,173
65,120
162,173
10,187
162,197
11,65
190,105
128,70
18,152
71,63
143,184
32,123
79,17
84,60
41,17
166,35
172,191
69,172
47,174
45,112
171,143
134,42
105,107
195,36
167,63
29,145
46,71
150,167
80,7
177,37
95,107
1,34
128,184
175,140
180,6
141,122
138,31
155,53
86,7
93,165
123,197
1,85
76,116
39,150
40,128
20,106
75,30
169,129
2,175
179,58
57,96
145,137
44,158
18,33
48,165
193,144
42,81
185,135
2,78
199,85
85,130
2,111
89,61
43,96
143,198
131,152
111,169
163,6
172,17
128,82
148,73
194,75
77,66
65,33
14,91
33,162
87,96
58,49
197,33
27,121
130,169
22,106
0,131
114,197
0,95
2,49
78,188
191,157
176,168
91,115
155,138
25,175
57,27
58,44
44,132
21,29
174,80
44,126
102,40
69,102
6,32
78,194
154,200
39,60
70,79
31,50
23,153
159,127
179,159
9,10
40,33
52,8
92,140
144,160
121,16
39,11
183,20
61,91
40,59
114,153
114,142
35,91
142,133
92,89
117,1
20,150
198,133
0,202
102,154
68,78
139,132
24,105
178,145
83,79
116,186
74,107
139,70
138,55
181,171
169,193
18,192
143,159
55,61
15,59
9,146
2,122
3,143
52,192
109,144
90,78
69,118
13,31
191,63
179,34
18,188
21,26
95,0
131,84
114,18
19,135
86,147
176,34
98,170
162,43
162,121
126,13
53,64
30,150
47,30
182,62
102,158
194,171
194,127
48,43
92,30
172,56
175,118
153,47
112,174
144,118
161,1
164,27
192,90
87,127
3,31
103,13
39,147
25,139
51,21
48,194
198,170
5,74
169,74
39,190
167,31
54,169
136,40
21,49
162,21
52,6
129,39
57,46
60,112
3,131
46,18
2,8
106,60
178,118
1,4
24,46
31,53
78,60
132,35
88,62
153,156
34,131
5,17
189,193
124,64
0,41
20,174
144,93
48,139
7,196
57,45
179,36
33,33
194,197
162,158
149,2
123,72
88,144
48,53
39,98
187,66
95,155
117,11
48,138
126,18
45,24
2,163
176,9
80,115
172,151
26,119
74,57
18,132
68,127
10,93
150,108
86,8
64,117
171,135
68,38
135,60
116,194
110,148
182,119
108,117
102,8
143,133
20,9
73,136
55,45
39,148
62,157
128,183
24,62
116,145
197,41
40,78
164,183
81,199
50,63
189,4
174,61
86,60
31,197
145,45
7,57
17,145
126,128
187,83
47,200
36,186
97,109
8,176
85,133
169,141
55,121
44,104
22,125
19,30
117,65
2,31
6,37
136,4
39,155
18,54
121,98
118,154
141,177
16,27
189,153
176,156
21,80
159,12
32,140
39,144
107,192
93,198
120,96
51,59
174,126
86,94
66,15
47,155
176,197
126,190
165,162
59,89
177,19
136,91
186,124
31,114
37,121
63,188
44,98
155,139
99,169
157,177
105,158
44,108
155,191
152,139
141,98
193,75
92,59
147,96
97,70
86,146
37,40
76,17
28,109
40,153
117,195
166,51
150,187
184,153
0,181
111,202
98,166
191,175
70,150
78,121
34,105
107,1
186,37
0,154
114,166
20,32
104,201
81,128
136,38
108,187
190,78
32,89
26,25
18,187
148,141
21,118
51,195
126,191
193,154
86,187
24,126
129,192
71,72
85,115
155,165
14,63
141,120
5,175
137,159
133,178
24,9
25,78
117,14
44,133
68,70
156,61
161,109
136,96
140,77
128,182
148,176
146,60
154,28
34,184
33,176
169,66
186,178
58,185
129,146
138,159
183,179
141,28
147,6
13,168
181,36
52,159
151,188
0,196
186,42
170,92
11,23
19,94
58,178
182,159
193,18
120,141
32,120
179,24
122,182
65,170
193,137
36,201
129,152
5,29
128,170
175,24
26,178
135,157
22,39
50,38
34,120
31,182
32,183
4,172
110,20
111,111
30,73
34,132
195,147
68,128
92,128
98,24
80,5
110,73
190,177
109,83
148,186
190,69
12,70
0,128
77,9
67,42
62,27
22,128
183,156
89,69
147,154
155,22
172,47
1,191
91,117
33,106
108,19
120,68
129,197
134,37
136,63
68,124
194,60
20,54
33,170
157,170
153,131
166,182
113,97
108,48
11,183
8,98
155,33
122,59
168,177
37,88
76,115
2,20
88,188
198,13
54,123
173,131
14,14
100,152
14,134
194,85
43,179
152,80
191,171
165,149
143,119
117,155
46,84
112,25
149,38
25,18
63,92
114,187
85,168
43,95
62,38
56,32
148,162
197,183
157,29
39,78
6,107
10,137
66,3
75,161
130,176
110,77
35,175
85,2
25,39
51,52
34,31
67,115
14,174
197,143
102,187
77,48
137,42
182,5
11,150
133,138
99,0
132,23
64,12
140,15
112,112
52,121
187,99
158,56
132,164
76,136
195,51
184,133
140,79
53,89
40,156
84,112
191,148
82,77
128,15
65,156
176,41
150,24
81,91
175,180
119,83
73,26
45,200
54,170
7,112
69,171
17,86
162,195
72,31
9,40
21,47
24,22
142,195
175,165
129,82
53,91
191,65
190,2
103,167
138,156
169,184
46,98
62,195
137,128
190,126
158,190
29,177
19,8
175,35
54,125
172,36
189,183
99,94
89,39
40,157
118,136
33,200
92,180
105,106
170,5
135,167
161,172
162,33
183,176
130,144
194,59
155,153
148,106
129,135
90,0
2,85
47,82
81,27
36,182
19,32
57,164
16,188
19,22
162,61
40,82
196,32
58,194
197,111
118,93
10,37
159,103
72,50
190,119
142,154
114,68
131,25
112,169
37,39
21,189
56,126
187,70
174,90
139,78
177,33
20,65
134,116
31,34
30,125
35,65
132,34
25,148
74,38
109,113
52,157
12,140
144,38
147,21
45,9
163,61
55,111
43,30
29,113
116,16
110,18
109,192
59,91
194,28
75,176
171,11
86,135
89,38
11,40
114,57
93,92
136,139
2,45
49,184
195,89
145,2
190,181
13,44
51,74
147,84
119,19
143,12
130,27
44,185
121,84
199,81
122,93
5,116
49,105
76,48
69,200
77,158
184,95
79,112
128,95
74,82
55,175
137,3
33,189
32,98
162,38
180,70
171,70
29,96
173,68
192,178
175,61
16,154
165,193
199,110
159,84
3,33
1,132
189,116
7,88
83,20
193,186
104,148
159,37
141,50
88,151
44,139
78,66
117,32
164,115
23,22
15,116
81,49
144,89
31,159
53,21
72,2
166,142
158,114
182,15
183,24
193,1
22,43
193,94
188,35
195,126
42,195
122,189
194,84
143,141
194,136
4,134
179,201
181,101
178,192
199,200
1,111
113,4
88,194
58,22
153,130
194,103
146,7
164,169
142,166
45,79
191,96
152,130
187,71
129,30
140,132
35,167
168,12
103,91
28,145
114,143
126,178
85,136
126,94
143,200
30,195
53,172
67,76
174,8
99,85
143,72
185,51
29,16
20,167
126,1
179,177
30,41
137,201
136,72
68,57
119,113
23,140
32,190
63,75
135,139
13,189
87,194
47,164
37,0
176,149
165,66
104,7
194,196
167,200
2,127
96,162
134,13
180,63
105,200
172,81
12,127
6,198
193,91
61,87
189,101
126,89
167,37
196,135
153,144
157,107
54,132
12,76
78,175
191,44
136,193
189,72
178,152
149,179
109,78
40,39
168,163
37,173
176,74
60,156
185,82
173,141
49,68
77,35
74,24
186,87
98,126
67,201
63,54
138,177
122,104
100,69
65,30
81,24
36,141
162,161
117,199
48,201
59,73
51,124
33,165
3,10
80,46
0,20
21,148
41,44
19,1
102,22
177,107
26,149
27,86
31,199
70,86
100,11
195,184
168,126
180,57
114,64
144,61
183,106
4,179
39,165
197,80
90,194
20,103
43,13
66,182
185,15
192,174
2,3
50,183
35,68
37,176
12,158
58,39
2,76
37,1
43,116
55,3
87,184
188,34
41,187
130,9
80,185
22,188
132,125
11,25
21,36
105,195
7,91
65,190
186,168
192,56
31,200
129,72
99,188
24,125
48,61
158,30
128,10
130,19
53,167
101,128
69,58
18,83
45,143
85,120
19,41
89,28
100,71
50,123
194,78
125,153
5,110
191,178
139,52
65,167
19,12
19,58
181,199
2,161
115,148
12,162
148,14
73,174
58,47
159,185
58,54
196,60
11,154
106,116
10,74
176,160
78,16
109,23
173,42
170,128
110,38
129,118
12,73
52,82
69,186
176,84
79,170
99,7
96,3
115,5
65,105
167,26
6,116
165,94
34,63
147,50
164,95
10,69
136,148
169,110
111,129
34,194
15,155
61,57
189,180
136,195
34,149
159,99
195,187
183,122
114,127
92,166
0,151
150,25
12,131
181,140
85,33
55,2
47,107
132,31
171,91
9,175
127,8
80,30
178,82
74,139
145,164
27,7
162,163
146,40
133,63
1,57
155,142
135,63
132,82
187,156
160,24
37,37
15,108
14,47
69,178
155,186
116,31
29,186
68,10
122,69
2,196
137,195
171,64
75,97
62,7
85,11
178,197
193,139
23,151
31,112
39,169
1,112
188,58
107,134
197,149
67,31
141,30
96,170
21,122
11,136
154,124
125,125
133,112
64,126
125,86
119,200
188,44
183,60
47,201
76,46
5,59
58,181
54,19
138,20
8,77
40,46
37,170
132,16
158,157
43,61
54,72
137,192
59,0
65,96
178,157
139,71
194,74
128,27
26,185
124,22
130,77
144,46
82,88
158,44
173,116
185,129
2,194
145,116
194,121
111,28
190,84
186,39
2,110
188,99
67,84
195,42
122,9
113,44
180,10
80,66
14,61
85,108
76,16
74,22
104,202
37,184
25,8
190,40
141,40
100,185
181,165
43,143
135,177
42,153
23,142
151,118
86,24
27,131
182,193
124,197
124,37
154,104
51,106
193,178
31,29
31,68
48,32
195,11
4,164
182,81
3,36
128,97
106,35
11,18
140,126
9,121
20,60
135,6
117,190
67,105
44,50
59,28
78,143
106,141
162,172
94,15
98,186
56,44
192,34
33,4
65,71
42,13
131,8
133,82
57,130
85,57
0,122
70,81
69,2
16,96
128,140
34,19
25,198
43,32
181,88
129,173
29,8
149,25
108,195
100,3
180,27
32,94
30,30
96,104
123,16
93,166
199,18
49,36
89,118
76,31
100,184
153,81
112,170
88,83
119,192
0,67
64,92
101,9
164,105
144,154
183,37
96,105
101,165
61,73
199,115
142,144
62,55
92,11
133,181
138,146
23,166
31,30
16,14
156,175
75,185
55,141
59,93
58,125
30,52
114,72
47,69
47,14
108,64
82,190
199,31
124,52
129,96
131,75
101,153
169,160
8,133
119,182
6,117
130,121
197,68
198,32
12,61
32,202
185,137
36,62
1,161
131,155
156,200
69,68
182,200
157,6
61,69
148,93
117,171
51,126
8,116
116,59
27,31
38,140
127,161
67,14
158,154
5,164
50,15
11,141
131,136
180,187
60,159
151,171
88,55
142,143
21,85
171,147
56,35
185,193
99,72
79,30
63,141
36,168
5,7
20,45
135,117
156,113
84,114
35,53
107,14
20,169
42,167
187,196
105,5
123,118
86,200
145,67
138,113
10,96
174,52
42,139
82,179
98,112
70,103
42,157
61,33
192,76
9,8
20,155
26,48
158,186
140,56
93,31
140,60
174,39
102,54
114,198
37,25
1,56
65,66
35,180
91,146
138,4
166,116
91,81
29,92
36,91
67,11
197,130
169,131
186,117
144,4
169,34
34,94
146,132
121,50
1,78
12,56
198,29
183,16
198,152
147,148
122,50
18,151
67,156
186,202
156,192
45,64
129,189
123,127
60,94
141,184
198,80
151,156
176,155
162,159
164,31
178,4
35,62
86,190
14,103
182,82
34,35
96,187
85,100
54,131
55,168
95,169
147,184
185,170
1,164
45,61
60,12
146,78
136,180
119,80
88,99
41,168
116,92
53,130
68,107
186,36
13,16
131,179
95,63
98,41
158,189
113,131
41,64
15,83
99,154
144,24
139,28
37,189
180,22
127,32
109,79
28,115
81,188
32,178
151,72
163,201
56,159
102,107
79,23
198,199
179,22
69,140
77,141
11,86
22,69
122,32
69,175
6,118
86,30
26,87
146,123
196,55
28,128
199,178
67,148
132,105
101,157
136,2
49,162
149,75
152,109
155,190
132,95
128,130
34,38
28,154
11,112
90,97
118,183
189,9
158,85
107,115
126,195
63,76
88,148
6,88
133,73
90,64
196,38
100,112
20,41
112,95
108,196
153,197
73,86
102,185
114,158
159,80
187,137
21,197
33,146
124,75
148,175
90,86
85,182
161,152
70,169
192,70
96,10
45,180
196,141
120,115
43,87
102,184
71,150
12,30
155,59
185,48
15,81
192,1
155,144
26,34
37,197
54,133
183,66
159,147
37,144
65,95
78,85
68,19
45,125
192,127
108,11
84,43
168,72
188,18
1,35
38,108
197,154
126,21
175,176
75,57
161,197
190,102
181,154
101,73
167,201
171,170
151,32
142,84
12,126
92,106
50,136
112,177
156,50
13,20
188,200
63,143
171,6
190,74
5,4
38,177
161,148
30,35
10,165
20,165
100,100
165,50
42,103
199,187
3,132
123,193
182,32
62,139
145,96
183,19
100,28
155,52
155,14
31,115
117,145
60,97
148,138
86,126
116,154
134,96
77,91
138,139
123,15
122,44
20,1
17,81
164,85
58,166
77,92
34,92
101,168
29,55
75,191
173,140
72,36
111,39
192,22
175,81
42,15
187,25
108,134
107,88
100,46
127,13
132,104
60,155
162,59
110,58
77,83
154,196
178,7
186,156
74,177
199,10
107,30
56,170
50,200
155,37
19,90
16,47
9,58
15,151
152,175
6,128
189,86
167,84
121,140
53,34
44,5
43,78
38,172
199,107
1,61
105,50
16,200
19,103
96,195
118,126
65,113
26,201
175,53
27,84
168,160
164,125
22,118
64,146
48,159
137,114
167,117
102,91
152,72
86,173
187,96
20,18
158,124
196,166
21,135
181,37
146,122
75,64
139,196
163,123
110,200
189,157
148,107
12,149
179,6
16,68
70,38
18,38
51,150
129,199
137,70
170,81
87,193
140,40
85,200
18,144
25,0
90,193
45,30
194,83
170,26
66,127
24,152
136,143
21,108
143,194
59,101
27,14
117,110
63,90
80,176
79,124
190,62
140,20
2,190
22,133
120,201
50,34
163,106
186,1
39,79
180,48
163,15
183,8
51,45
144,45
36,190
13,4
24,19
175,40
185,37
144,82
159,22
77,196
197,58
187,143
49,171
190,34
144,140
199,6
10,78
61,187
18,161
21,14
197,71
49,200
133,52
165,63
57,98
115,75
23,179
161,16
10,148
78,27
20,83
77,174
132,136
182,85
14,29
31,99
39,189
54,39
4,54
197,138
2,135
68,64
135,140
34,69
114,154
156,178
7,173
146,55
196,82
128,106
0,200
62,74
67,41
38,81
63,55
109,56
154,81
48,193
148,166
192,150
74,30
16,88
118,97
194,181
90,146
157,154
50,62
5,44
2,46
158,13
104,166
8,127
34,178
79,141
181,6
150,36
110,89
0,179
46,148
9,32
155,3
115,29
76,74
140,8
16,156
195,102
123,177
54,17
52,31
192,62
46,65
195,82
147,195
189,71
32,125
46,3
199,86
196,153
186,31
34,62
88,8
142,93
170,113
151,181
10,49
116,69
0,55
198,11
43,65
99,139
98,52
66,138
40,109
143,84
40,172
101,96
10,65
153,53
105,90
136,43
123,38
55,192
17,65
51,188
177,131
169,6
189,148
117,124
193,122
56,97
79,183
89,128
67,53
66,75
28,147
151,155
123,67
19,48
32,179
42,169
151,9
26,192
38,118
147,49
195,25
19,80
14,200
123,116
125,84
134,195
199,159
36,123
164,158
3,71
140,165
56,93
97,14
106,126
187,81
162,34
161,30
48,30
62,68
30,185
114,183
147,86
176,10
151,41
116,110
138,16
0,108
168,122
71,91
186,72
37,118
70,77
168,118
8,6
182,63
30,24
59,112
15,55
71,10
160,199
42,71
173,165
44,170
151,157
180,190
46,62
27,161
24,195
173,7
113,196
16,90
46,13
66,45
6,142
81,65
129,87
21,165
145,122
27,133
22,119
9,62
24,114
63,152
73,175
7,126
76,126
20,31
81,13
129,33
69,127
124,133
41,129
38,48
176,201
67,134
100,162
21,147
106,127
82,30
139,141
86,37
118,87
29,123
137,189
182,67
181,105
9,65
30,5
71,1
78,93
68,12
174,56
154,129
45,127
37,74
124,172
27,126
185,120
106,196
43,152
144,7
41,144
160,184
113,137
196,102
64,90
111,80
192,105
154,144
22,82
85,20
135,150
12,43
79,115
142,158
17,2
119,188
146,93
23,155
156,87
159,100
141,97
59,60
182,79
133,97
161,166
127,5
20,135
161,27
136,188
185,53
91,58
49,100
198,7
56,92
121,38
40,190
42,67
1,189
38,26
195,110
9,87
51,139
19,123
199,68
90,84
191,22
60,99
69,201
184,131
194,91
131,169
104,196
160,60
133,56
193,88
48,16
33,70
134,86
31,2
195,65
14,96
68,188
165,152
146,12
34,40
66,142
32,200
72,76
177,167
59,195
47,196
129,104
93,66
152,195
154,191
138,85
169,96
183,53
162,136
153,149
63,120
47,27
2,174
97,27
15,192
177,45
141,84
20,79
4,202
153,98
109,37
140,159
62,64
117,9
108,198
30,21
71,151
162,118
183,62
139,100
4,155
165,89
121,117
8,20
65,91
176,175
25,34
10,120
121,96
176,30
6,145
107,95
21,50
5,138
138,160
136,174
167,184
107,72
175,129
4,117
199,146
2,38
130,33
55,37
193,92
171,114
130,102
38,162
70,30
32,148
199,32
116,88
27,22
178,1
68,102
24,94
65,189
121,180
167,154
87,76
18,41
4,58
165,125
53,142
14,24
138,141
54,188
187,49
52,78
190,15
112,99
98,159
66,195
27,81
172,77
43,169
68,178
142,198
125,71
24,140
141,17
172,20
126,46
65,6
154,103
185,69
124,38
161,59
7,187
125,57
132,52
167,19
43,157
149,37
175,195
122,90
112,54
147,54
18,123
83,55
76,171
105,91
4,195
95,33
121,178
114,172
131,61
86,171
29,114
47,188
119,194
79,133
139,177
10,3
81,37
156,31
98,10
134,117
62,36
141,80
70,72
51,68
30,143
159,142
12,163
128,107
59,113
55,143
172,22
180,95
178,201
49,60
138,13
189,20
84,133
75,68
137,152
172,178
183,168
22,41
59,180
43,166
1,173
5,77
58,60
116,12
43,171
98,46
178,182
10,7
10,58
56,193
182,55
114,173
0,194
78,29
31,132
188,166
190,133
78,172
130,198
148,8
32,54
98,109
149,190
64,24
191,87
150,186
156,30
171,29
29,149
174,97
196,130
35,174
175,115
16,36
54,91
84,147
111,93
118,13
98,99
196,150
142,80
147,34
88,37
108,3
81,7
135,170
87,28
24,27
158,57
112,85
137,94
127,144
32,59
16,62
103,35
185,90
9,2
36,179
178,66
199,118
86,17
130,195
81,138
82,91
107,19
158,54
141,29
139,118
64,8
174,58
12,148
132,47
83,198
47,63
175,128
16,142
32,15
53,38
112,113
182,147
97,159
153,51
165,68
180,32
31,25
60,13
6,103
59,57
112,114
183,56
101,200
156,84
199,138
7,12
16,194
4,192
135,163
4,30
139,69
156,49
6,114
167,167
52,72
33,75
191,176
112,168
96,159
185,155
120,105
75,190
190,127
117,111
46,9
89,195
6,4
17,95
125,81
114,171
154,49
54,153
95,34
15,41
33,185
144,55
177,10
100,58
130,73
114,8
34,64
77,105
151,37
0,91
149,201
61,0
178,189
7,56
97,73
166,113
6,26
38,159
52,64
116,151
61,26
2,1
126,123
191,74
125,72
112,93
111,192
84,181
196,116
48,46
103,99
24,14
179,94
128,120
192,162
91,122
51,42
21,161
178,78
17,102
192,143
157,87
18,55
33,22
190,143
177,39
166,174
149,182
131,126
109,64
32,138
81,28
108,72
21,159
143,199
173,16
76,60
13,141
149,69
133,25
57,102
193,165
106,143
58,153
153,169
36,173
167,3
25,13
74,150
181,127
120,151
147,4
185,54
95,42
75,39
192,14
182,199
94,168
49,142
168,67
110,87
125,141
85,78
27,48
186,16
57,15
69,151
78,160
193,199
34,202
198,47
116,93
180,143
125,123
45,27
49,74
190,81
88,122
30,22
138,162
0,63
80,142
154,175
166,130
57,70
17,76
82,74
172,110
85,36
135,199
177,124
129,20
66,19
171,7
33,86
118,188
54,52
86,197
142,117
187,123
34,201
49,121
5,100
54,139
175,148
193,134
58,56
8,187
44,154
15,104
59,36
156,132
182,173
129,77
8,7
108,175
35,41
18,6
57,113
188,112
1,175
181,187
90,160
122,175
109,141
80,75
180,123
94,102
135,45
36,46
143,81
134,79
53,194
83,144
72,102
190,57
41,4
92,123
39,100
84,155
68,60
3,42
198,2
85,75
5,112
188,32
59,83
186,70
187,118
168,41
122,125
78,200
194,71
46,54
150,26
183,54
189,28
119,38
116,162
53,192
194,135
30,191
179,131
160,171
131,4
148,157
141,182
156,104
197,29
15,32
65,182
112,41
120,84
165,84
151,3
16,122
85,114
77,114
72,104
181,136
99,159
61,53
34,142
79,58
191,102
23,23
31,16
145,59
171,158
7,149
196,25
80,48
89,76
53,55
194,153
52,116
45,85
96,108
113,8
171,200
173,91
182,133
165,97
25,20
85,119
149,176
183,23
66,143
30,45
66,114
79,190
188,31
118,127
190,151
178,134
150,12
165,202
168,38
82,138
10,25
125,7
40,150
198,26
125,32
171,137
185,147
182,102
85,194
95,148
153,132
63,72
120,33
145,84
19,122
158,139
99,156
29,136
160,6
39,178
16,175
37,109
58,10
183,47
132,68
24,44
187,95
132,172
163,145
39,103
15,121
198,1
124,145
171,197
106,2
46,41
27,127
64,198
4,147
179,84
49,28
89,75
188,28
144,128
6,148
152,159
127,163
134,140
177,87
10,140
20,61
21,114
139,114
149,66
55,71
197,120
147,115
176,108
73,77
178,175
194,108
135,8
55,200
191,53
78,149
197,173
120,171
137,83
8,188
131,86
47,6
194,50
183,170
126,160
182,96
28,22
145,35
163,73
105,174
59,122
49,47
126,165
181,149
115,20
29,27
58,58
3,182
26,64
135,144
113,153
115,57
136,162
199,52
195,79
186,160
11,71
15,128
115,185
36,11
59,9
165,143
21,91
172,194
120,197
132,93
136,113
149,14
87,0
90,11
159,109
45,14
94,9
164,9
64,18
81,75
61,30
146,129
156,163
170,165
190,110
168,136
73,118
16,93
156,151
9,165
185,142
172,6
155,72
82,76
13,191
198,146
150,48
134,202
124,159
175,4
91,165
71,5
161,92
67,65
145,33
90,173
195,6
155,151
54,73
100,139
57,162
10,172
165,32
25,189
21,33
175,22
199,141
90,17
91,142
1,12
93,199
14,138
119,39
53,117
51,41
69,143
180,59
88,149
64,84
89,170
188,52
147,123
193,89
21,166
15,164
187,199
56,191
188,37
77,45
143,175
16,124
162,54
146,160
170,197
124,81
112,125
159,46
170,186
6,123
89,29
0,158
127,139
147,172
55,36
197,95
98,110
59,77
131,77
34,95
193,97
166,85
196,109
136,67
1,200
41,143
148,143
145,124
33,139
10,14
122,192
23,83
52,123
22,86
137,36
153,24
133,172
172,0
181,126
110,72
21,149
159,101
162,100
133,68
12,68
140,24
179,136
12,122
28,152
78,0
17,69
106,84
118,193
157,168
85,85
156,138
14,199
50,95
68,190
50,141
39,59
27,57
59,30
191,11
149,137
164,173
126,174
76,27
16,38
196,53
6,76
69,90
119,67
40,164
111,55
22,49
0,26
25,176
34,150
160,111
39,6
19,9
73,194
162,193
191,82
28,117
109,71
146,131
68,26
126,198
195,131
140,112
43,140
83,202
56,81
167,129
106,178
26,88
79,116
149,165
170,97
110,179
11,13
182,34
189,199
146,11
1,39
61,89
121,181
192,130
84,69
71,146
62,161
133,164
62,188
148,102
141,132
74,92
90,73
73,201
158,198
5,15
14,75
156,18
194,43
81,189
192,54
61,43
12,201
17,150
34,193
35,57
102,52
186,185
134,122
42,189
39,48
66,141
49,101
51,145
181,41
189,185
19,7
191,81
136,186
11,41
135,137
112,7
115,73
29,200
188,118
151,1
135,69
125,148
75,193
76,144
122,35
128,104
112,193
87,118
131,135
12,202
188,160
115,7
135,74
149,163
74,20
110,65
119,69
148,32
146,106
122,23
4,64
11,67
3,18
165,77
73,122
135,33
187,142
144,27
4,6
15,64
189,184
133,140
80,198
16,73
45,114
40,48
197,170
164,4
157,44
57,99
74,200
167,122
103,112
78,88
166,167
119,153
186,80
139,162
37,93
179,197
116,40
67,141
181,119
147,45
170,194
171,169
106,173
129,61
181,76
143,145
92,52
127,179
123,199
107,92
190,138
184,165
178,133
176,36
72,183
160,106
122,193
116,15
7,52
